id,flightcompany,flightnumber,flighttype,飞机编号,座位数,执飞飞机,日期,始发,计划到达,实际到达,计划起飞,实际起飞,航站楼,登机口,出口,方式,行李转盘,tag,频率,承运方
1847,CA                  ,CA1485              ,321,,,,,,,,,,,,,,,1,,
1848,CA                  ,CA1485              ,332,,,,,,,,,,,,,,,1,,
1849,CA                  ,CA1485              ,738,,,,,,,,,,,,,,,1,,
1850,CA                  ,CA1486              ,321,,,,,,,,,,,,,,,1,,
1851,CA                  ,CA1486              ,332,,,,,,,,,,,,,,,1,,
1852,CA                  ,CA1486              ,738,,,,,,,,,,,,,,,1,,
1853,CA                  ,CA1487              ,73G                 ,,,,,,,,,,,,,,,1,,
1854,CA                  ,CA1488              ,73G                 ,,,,,,,,,,,,,,,1,,
1855,CA                  ,CA1489              ,738,,,,,,,,,,,,,,,1,,
1856,CA                  ,CA1490              ,738,,,,,,,,,,,,,,,1,,
1857,CA                  ,CA1490D             ,738,,,,,,,,,,,,,,,1,,
1858,CA                  ,CA1491              ,738,,,,,,,,,,,,,,,1,,
1861,CA                  ,CA1492              ,73G                 ,,,,,,,,,,,,,,,1,,
1862,CA                  ,CA1493              ,738,,,,,,,,,,,,,,,1,,
1863,CA                  ,CA1494              ,738,,,,,,,,,,,,,,,1,,
1864,CA                  ,CA1495              ,738,,,,,,,,,,,,,,,1,,
1865,CA                  ,CA1496              ,738,,,,,,,,,,,,,,,1,,
1866,CA                  ,CA1497              ,319,,,,,,,,,,,,,,,1,,
1867,CA                  ,CA1497              ,320,,,,,,,,,,,,,,,1,,
1868,CA                  ,CA1498              ,319,,,,,,,,,,,,,,,1,,
1869,CA                  ,CA1498              ,320,,,,,,,,,,,,,,,1,,
1870,CA                  ,CA149T              ,738,,,,,,,,,,,,,,,1,,
1871,CA                  ,CA1501              ,332,,,,,,,,,,,,,,,1,,
1872,CA                  ,CA1501              ,333,,,,,,,,,,,,,,,1,,
1873,CA                  ,CA1501              ,359,,,,,,,,,,,,,,,1,,
1874,CA                  ,CA1501              ,738,,,,,,,,,,,,,,,1,,
1875,CA                  ,CA1501              ,748,,,,,,,,,,,,,,,1,,
1876,CA                  ,CA1501              ,773,,,,,,,,,,,,,,,1,,
1877,CA                  ,CA1501              ,789,,,,,,,,,,,,,,,1,,
1878,CA                  ,CA1502              ,332,,,,,,,,,,,,,,,1,,
1879,CA                  ,CA1502              ,333,,,,,,,,,,,,,,,1,,
1880,CA                  ,CA1502              ,359,,,,,,,,,,,,,,,1,,
1881,CA                  ,CA1502              ,738,,,,,,,,,,,,,,,1,,
1882,CA                  ,CA1502              ,748,,,,,,,,,,,,,,,1,,
1883,CA                  ,CA1502              ,773,,,,,,,,,,,,,,,1,,
1884,CA                  ,CA1502              ,789,,,,,,,,,,,,,,,1,,
1885,CA                  ,CA1503              ,21N                 ,,,,,,,,,,,,,,,1,,
1886,CA                  ,CA1503              ,319,,,,,,,,,,,,,,,1,,
1887,CA                  ,CA1503              ,320,,,,,,,,,,,,,,,1,,
1888,CA                  ,CA1503              ,321,,,,,,,,,,,,,,,1,,
1889,CA                  ,CA1503              ,738,,,,,,,,,,,,,,,1,,
1890,CA                  ,CA1503              ,73G                 ,,,,,,,,,,,,,,,1,,
1891,CA                  ,CA1504              ,21N                 ,,,,,,,,,,,,,,,1,,
1892,CA                  ,CA1504              ,319,,,,,,,,,,,,,,,1,,
1893,CA                  ,CA1504              ,320,,,,,,,,,,,,,,,1,,
1894,CA                  ,CA1504              ,321,,,,,,,,,,,,,,,1,,
1895,CA                  ,CA1504              ,738,,,,,,,,,,,,,,,1,,
1896,CA                  ,CA1504              ,73G                 ,,,,,,,,,,,,,,,1,,
1897,CA                  ,CA1505              ,738,,,,,,,,,,,,,,,1,,
1898,CA                  ,CA1505              ,73G                 ,,,,,,,,,,,,,,,1,,
1899,CA                  ,CA1506              ,738,,,,,,,,,,,,,,,1,,
1900,CA                  ,CA1506              ,73G                 ,,,,,,,,,,,,,,,1,,
1901,CA                  ,CA1509              ,321,,,,,,,,,,,,,,,1,,
1902,CA                  ,CA1509              ,332,,,,,,,,,,,,,,,1,,
1903,CA                  ,CA1509              ,333,,,,,,,,,,,,,,,1,,
1904,CA                  ,CA1509              ,738,,,,,,,,,,,,,,,1,,
1905,CA                  ,CA1510              ,321,,,,,,,,,,,,,,,1,,
1906,CA                  ,CA1510              ,332,,,,,,,,,,,,,,,1,,
1907,CA                  ,CA1510              ,333,,,,,,,,,,,,,,,1,,
1908,CA                  ,CA1510              ,738,,,,,,,,,,,,,,,1,,
1909,CA                  ,CA1511              ,321,,,,,,,,,,,,,,,1,,
1910,CA                  ,CA1511              ,738,,,,,,,,,,,,,,,1,,
1911,CA                  ,CA1512              ,321,,,,,,,,,,,,,,,1,,
1912,CA                  ,CA1512              ,738,,,,,,,,,,,,,,,1,,
1913,CA                  ,CA1513              ,321,,,,,,,,,,,,,,,1,,
1914,CA                  ,CA1513              ,738,,,,,,,,,,,,,,,1,,
1915,CA                  ,CA1514              ,321,,,,,,,,,,,,,,,1,,
1916,CA                  ,CA1514              ,738,,,,,,,,,,,,,,,1,,
1917,CA                  ,CA1514D             ,738,,,,,,,,,,,,,,,1,,
1918,CA                  ,CA1515              ,321,,,,,,,,,,,,,,,1,,
1919,CA                  ,CA1515              ,332,,,,,,,,,,,,,,,1,,
1920,CA                  ,CA1515              ,333,,,,,,,,,,,,,,,1,,
1921,CA                  ,CA1515              ,359,,,,,,,,,,,,,,,1,,
1922,CA                  ,CA1515              ,738,,,,,,,,,,,,,,,1,,
1923,CA                  ,CA1515              ,748,,,,,,,,,,,,,,,1,,
1924,CA                  ,CA1515              ,773,,,,,,,,,,,,,,,1,,
1925,CA                  ,CA1515              ,789,,,,,,,,,,,,,,,1,,
1926,CA                  ,CA1516              ,321,,,,,,,,,,,,,,,1,,
1927,CA                  ,CA1516              ,332,,,,,,,,,,,,,,,1,,
1928,CA                  ,CA1516              ,333,,,,,,,,,,,,,,,1,,
1929,CA                  ,CA1516              ,359,,,,,,,,,,,,,,,1,,
1930,CA                  ,CA1516              ,738,,,,,,,,,,,,,,,1,,
1931,CA                  ,CA1516              ,748,,,,,,,,,,,,,,,1,,
1932,CA                  ,CA1516              ,773,,,,,,,,,,,,,,,1,,
1933,CA                  ,CA1516              ,789,,,,,,,,,,,,,,,1,,
1934,CA                  ,CA1517              ,321,,,,,,,,,,,,,,,1,,
1935,CA                  ,CA1517              ,332,,,,,,,,,,,,,,,1,,
1936,CA                  ,CA1517              ,333,,,,,,,,,,,,,,,1,,
1937,CA                  ,CA1517              ,359,,,,,,,,,,,,,,,1,,
1938,CA                  ,CA1517              ,738,,,,,,,,,,,,,,,1,,
1939,CA                  ,CA1517              ,744,,,,,,,,,,,,,,,1,,
1940,CA                  ,CA1517              ,773,,,,,,,,,,,,,,,1,,
1941,CA                  ,CA1517              ,789,,,,,,,,,,,,,,,1,,
1942,CA                  ,CA1518              ,321,,,,,,,,,,,,,,,1,,
1943,CA                  ,CA1518              ,332,,,,,,,,,,,,,,,1,,
1944,CA                  ,CA1518              ,333,,,,,,,,,,,,,,,1,,
1945,CA                  ,CA1518              ,359,,,,,,,,,,,,,,,1,,
1946,CA                  ,CA1518              ,738,,,,,,,,,,,,,,,1,,
1947,CA                  ,CA1518              ,744,,,,,,,,,,,,,,,1,,
1948,CA                  ,CA1518              ,773,,,,,,,,,,,,,,,1,,
1949,CA                  ,CA1518              ,789,,,,,,,,,,,,,,,1,,
1950,CA                  ,CA1519              ,321,,,,,,,,,,,,,,,1,,
1951,CA                  ,CA1519              ,332,,,,,,,,,,,,,,,1,,
1952,CA                  ,CA1519              ,333,,,,,,,,,,,,,,,1,,
1953,CA                  ,CA1519              ,359,,,,,,,,,,,,,,,1,,
1954,CA                  ,CA1519              ,738,,,,,,,,,,,,,,,1,,
1955,CA                  ,CA1519              ,744,,,,,,,,,,,,,,,1,,
1956,CA                  ,CA1519              ,748,,,,,,,,,,,,,,,1,,
1957,CA                  ,CA1519              ,773,,,,,,,,,,,,,,,1,,
1958,CA                  ,CA1519              ,789,,,,,,,,,,,,,,,1,,
1959,CA                  ,CA1520              ,321,,,,,,,,,,,,,,,1,,
1960,CA                  ,CA1520              ,332,,,,,,,,,,,,,,,1,,
1961,CA                  ,CA1520              ,333,,,,,,,,,,,,,,,1,,
1962,CA                  ,CA1520              ,359,,,,,,,,,,,,,,,1,,
1963,CA                  ,CA1520              ,738,,,,,,,,,,,,,,,1,,
1964,CA                  ,CA1520              ,744,,,,,,,,,,,,,,,1,,
1965,CA                  ,CA1520              ,748,,,,,,,,,,,,,,,1,,
1966,CA                  ,CA1520              ,773,,,,,,,,,,,,,,,1,,
1967,CA                  ,CA1520              ,789,,,,,,,,,,,,,,,1,,
1968,CA                  ,CA1521              ,321,,,,,,,,,,,,,,,1,,
1969,CA                  ,CA1521              ,332,,,,,,,,,,,,,,,1,,
1970,CA                  ,CA1521              ,333,,,,,,,,,,,,,,,1,,
1971,CA                  ,CA1521              ,738,,,,,,,,,,,,,,,1,,
1972,CA                  ,CA1521              ,744,,,,,,,,,,,,,,,1,,
1973,CA                  ,CA1521              ,773,,,,,,,,,,,,,,,1,,
1974,CA                  ,CA1521              ,789,,,,,,,,,,,,,,,1,,
1975,CA                  ,CA1522              ,321,,,,,,,,,,,,,,,1,,
1976,CA                  ,CA1522              ,332,,,,,,,,,,,,,,,1,,
1977,CA                  ,CA1522              ,333,,,,,,,,,,,,,,,1,,
1978,CA                  ,CA1522              ,738,,,,,,,,,,,,,,,1,,
1979,CA                  ,CA1522              ,744,,,,,,,,,,,,,,,1,,
1980,CA                  ,CA1522              ,773,,,,,,,,,,,,,,,1,,
1981,CA                  ,CA1522              ,789,,,,,,,,,,,,,,,1,,
1982,CA                  ,CA1525              ,738,,,,,,,,,,,,,,,1,,
1983,CA                  ,CA1526              ,738,,,,,,,,,,,,,,,1,,
1984,CA                  ,CA153               ,738,,,,,,,,,,,,,,,1,,
1985,CA                  ,CA1531              ,321,,,,,,,,,,,,,,,1,,
1986,CA                  ,CA1531              ,332,,,,,,,,,,,,,,,1,,
1987,CA                  ,CA1531              ,333,,,,,,,,,,,,,,,1,,
1988,CA                  ,CA1531              ,359,,,,,,,,,,,,,,,1,,
1989,CA                  ,CA1531              ,738,,,,,,,,,,,,,,,1,,
1990,CA                  ,CA1531              ,773,,,,,,,,,,,,,,,1,,
1991,CA                  ,CA1531              ,789,,,,,,,,,,,,,,,1,,
1992,CA                  ,CA1532              ,321,,,,,,,,,,,,,,,1,,
1993,CA                  ,CA1532              ,332,,,,,,,,,,,,,,,1,,
1994,CA                  ,CA1532              ,333,,,,,,,,,,,,,,,1,,
1995,CA                  ,CA1532              ,359,,,,,,,,,,,,,,,1,,
1996,CA                  ,CA1532              ,738,,,,,,,,,,,,,,,1,,
1997,CA                  ,CA1532              ,773,,,,,,,,,,,,,,,1,,
1998,CA                  ,CA1532              ,789,,,,,,,,,,,,,,,1,,
1999,CA                  ,CA1537              ,320,,,,,,,,,,,,,,,1,,
2000,CA                  ,CA1537              ,321,,,,,,,,,,,,,,,1,,
2001,CA                  ,CA1537              ,738,,,,,,,,,,,,,,,1,,
2002,CA                  ,CA1538              ,320,,,,,,,,,,,,,,,1,,
2003,CA                  ,CA1538              ,321,,,,,,,,,,,,,,,1,,
2004,CA                  ,CA1538              ,738,,,,,,,,,,,,,,,1,,
2005,CA                  ,CA1539              ,321,,,,,,,,,,,,,,,1,,
2006,CA                  ,CA1539              ,332,,,,,,,,,,,,,,,1,,
2007,CA                  ,CA1539              ,333,,,,,,,,,,,,,,,1,,
2008,CA                  ,CA154               ,738,,,,,,,,,,,,,,,1,,
2009,CA                  ,CA1540              ,321,,,,,,,,,,,,,,,1,,
2010,CA                  ,CA1540              ,332,,,,,,,,,,,,,,,1,,
2011,CA                  ,CA1540              ,333,,,,,,,,,,,,,,,1,,
2012,CA                  ,CA1541              ,738,,,,,,,,,,,,,,,1,,
2013,CA                  ,CA1542              ,738,,,,,,,,,,,,,,,1,,
2014,CA                  ,CA1545              ,319,,,,,,,,,,,,,,,1,,
2015,CA                  ,CA1545              ,320,,,,,,,,,,,,,,,1,,
2016,CA                  ,CA1545              ,321,,,,,,,,,,,,,,,1,,
2017,CA                  ,CA1545              ,738,,,,,,,,,,,,,,,1,,
2018,CA                  ,CA1546              ,319,,,,,,,,,,,,,,,1,,
2019,CA                  ,CA1546              ,320,,,,,,,,,,,,,,,1,,
2020,CA                  ,CA1546              ,321,,,,,,,,,,,,,,,1,,
2021,CA                  ,CA1546              ,738,,,,,,,,,,,,,,,1,,
2022,CA                  ,CA1549              ,321,,,,,,,,,,,,,,,1,,
2023,CA                  ,CA1549              ,332,,,,,,,,,,,,,,,1,,
2024,CA                  ,CA1549              ,333,,,,,,,,,,,,,,,1,,
2025,CA                  ,CA1549              ,359,,,,,,,,,,,,,,,1,,
2026,CA                  ,CA1549              ,738,,,,,,,,,,,,,,,1,,
2027,CA                  ,CA1549              ,773,,,,,,,,,,,,,,,1,,
2028,CA                  ,CA1549              ,789,,,,,,,,,,,,,,,1,,
2029,CA                  ,CA155               ,738,,,,,,,,,,,,,,,1,,
2030,CA                  ,CA1550              ,321,,,,,,,,,,,,,,,1,,
2031,CA                  ,CA1550              ,332,,,,,,,,,,,,,,,1,,
2032,CA                  ,CA1550              ,333,,,,,,,,,,,,,,,1,,
2033,CA                  ,CA1550              ,359,,,,,,,,,,,,,,,1,,
2034,CA                  ,CA1550              ,738,,,,,,,,,,,,,,,1,,
2035,CA                  ,CA1550              ,773,,,,,,,,,,,,,,,1,,
2036,CA                  ,CA1550              ,789,,,,,,,,,,,,,,,1,,
2037,CA                  ,CA1551              ,738,,,,,,,,,,,,,,,1,,
2038,CA                  ,CA1552              ,738,,,,,,,,,,,,,,,1,,
2039,CA                  ,CA1552D             ,738,,,,,,,,,,,,,,,1,,
2040,CA                  ,CA1557              ,321,,,,,,,,,,,,,,,1,,
2041,CA                  ,CA1557              ,332,,,,,,,,,,,,,,,1,,
2042,CA                  ,CA1557              ,333,,,,,,,,,,,,,,,1,,
2043,CA                  ,CA1557              ,359,,,,,,,,,,,,,,,1,,
2044,CA                  ,CA1557              ,738,,,,,,,,,,,,,,,1,,
2045,CA                  ,CA1557              ,744,,,,,,,,,,,,,,,1,,
2046,CA                  ,CA1557              ,773,,,,,,,,,,,,,,,1,,
2047,CA                  ,CA1557              ,789,,,,,,,,,,,,,,,1,,
2048,CA                  ,CA1558              ,321,,,,,,,,,,,,,,,1,,
2049,CA                  ,CA1558              ,332,,,,,,,,,,,,,,,1,,
2050,CA                  ,CA1558              ,333,,,,,,,,,,,,,,,1,,
2051,CA                  ,CA1558              ,359,,,,,,,,,,,,,,,1,,
2052,CA                  ,CA1558              ,738,,,,,,,,,,,,,,,1,,
2053,CA                  ,CA1558              ,744,,,,,,,,,,,,,,,1,,
2054,CA                  ,CA1558              ,773,,,,,,,,,,,,,,,1,,
2055,CA                  ,CA1558              ,789,,,,,,,,,,,,,,,1,,
2056,CA                  ,CA156               ,738,,,,,,,,,,,,,,,1,,
2057,CA                  ,CA1561              ,321,,,,,,,,,,,,,,,1,,
2060,CA                  ,CA1562              ,738,,,,,,,,,,,,,,,1,,
2061,CA                  ,CA1563              ,321,,,,,,,,,,,,,,,1,,
2062,CA                  ,CA1563              ,332,,,,,,,,,,,,,,,1,,
2063,CA                  ,CA1563              ,333,,,,,,,,,,,,,,,1,,
2064,CA                  ,CA1563              ,738,,,,,,,,,,,,,,,1,,
2065,CA                  ,CA1564              ,319,,,,,,,,,,,,,,,1,,
2066,CA                  ,CA1564              ,321,,,,,,,,,,,,,,,1,,
2067,CA                  ,CA1564              ,332,,,,,,,,,,,,,,,1,,
2068,CA                  ,CA1564              ,333,,,,,,,,,,,,,,,1,,
2069,CA                  ,CA1564              ,738,,,,,,,,,,,,,,,1,,
2070,CA                  ,CA1565              ,319,,,,,,,,,,,,,,,1,,
2071,CA                  ,CA1565              ,320,,,,,,,,,,,,,,,1,,
2072,CA                  ,CA1565              ,321,,,,,,,,,,,,,,,1,,
2073,CA                  ,CA1566              ,319,,,,,,,,,,,,,,,1,,
2074,CA                  ,CA1566              ,320,,,,,,,,,,,,,,,1,,
2075,CA                  ,CA1566              ,321,,,,,,,,,,,,,,,1,,
2076,CA                  ,CA1567              ,321,,,,,,,,,,,,,,,1,,
2077,CA                  ,CA1567              ,332,,,,,,,,,,,,,,,1,,
2078,CA                  ,CA1567              ,738,,,,,,,,,,,,,,,1,,
2079,CA                  ,CA1568              ,321,,,,,,,,,,,,,,,1,,
2080,CA                  ,CA1568              ,332,,,,,,,,,,,,,,,1,,
2081,CA                  ,CA1568              ,738,,,,,,,,,,,,,,,1,,
2082,CA                  ,CA1569              ,319,,,,,,,,,,,,,,,1,,
2083,CA                  ,CA1569              ,321,,,,,,,,,,,,,,,1,,
2084,CA                  ,CA1569              ,738,,,,,,,,,,,,,,,1,,
2085,CA                  ,CA1570              ,319,,,,,,,,,,,,,,,1,,
2086,CA                  ,CA1570              ,321,,,,,,,,,,,,,,,1,,
2087,CA                  ,CA1570              ,738,,,,,,,,,,,,,,,1,,
2088,CA                  ,CA1571              ,321,,,,,,,,,,,,,,,1,,
2089,CA                  ,CA1571              ,738,,,,,,,,,,,,,,,1,,
2090,CA                  ,CA1571              ,73G                 ,,,,,,,,,,,,,,,1,,
2091,CA                  ,CA1572              ,321,,,,,,,,,,,,,,,1,,
2092,CA                  ,CA1572              ,738,,,,,,,,,,,,,,,1,,
2093,CA                  ,CA1572              ,73G                 ,,,,,,,,,,,,,,,1,,
2094,CA                  ,CA1573              ,321,,,,,,,,,,,,,,,1,,
2095,CA                  ,CA1573              ,738,,,,,,,,,,,,,,,1,,
2096,CA                  ,CA1574              ,321,,,,,,,,,,,,,,,1,,
2097,CA                  ,CA1574              ,738,,,,,,,,,,,,,,,1,,
2098,CA                  ,CA1575              ,320,,,,,,,,,,,,,,,1,,
2099,CA                  ,CA1575              ,321,,,,,,,,,,,,,,,1,,
2100,CA                  ,CA1575              ,738,,,,,,,,,,,,,,,1,,
2101,CA                  ,CA1576              ,320,,,,,,,,,,,,,,,1,,
2102,CA                  ,CA1576              ,321,,,,,,,,,,,,,,,1,,
2103,CA                  ,CA1576              ,738,,,,,,,,,,,,,,,1,,
2104,CA                  ,CA1577              ,321,,,,,,,,,,,,,,,1,,
2105,CA                  ,CA1577              ,738,,,,,,,,,,,,,,,1,,
2106,CA                  ,CA1577              ,73G                 ,,,,,,,,,,,,,,,1,,
2107,CA                  ,CA1578              ,321,,,,,,,,,,,,,,,1,,
2108,CA                  ,CA1578              ,738,,,,,,,,,,,,,,,1,,
2109,CA                  ,CA1578              ,73G                 ,,,,,,,,,,,,,,,1,,
2110,CA                  ,CA1579              ,321,,,,,,,,,,,,,,,1,,
